dpto;dpto_desc;distrito;dist_desc;area_1;barloc;barlo_desc;viv_2014;div_post;zona;cod_post;obs;cod_bar
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;52;SANTA ROSA;1224;18;15;1518;;52
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;51;VIRGEN DE FÁTIMA;1266;17;15;1517;;51
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;57;SANTISIMA TRINIDAD;1147;19;15;1519;;57
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;63;MBOCAYATY;1299;22;15;1522;;63
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;50;TABLADA NUEVA;715;15;15;1515;;50
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;60;MBURUCUYA;1140;21;15;1521;;60
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;53;VIRGEN DE LA ASUNCIÓN;1048;32;15;1532;;53
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;56;CAÑADA DEL YBYRAY;492;31;15;1531;;56
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;61;MADAME ELISA ALICIA LYNCH;1212;25;15;1525;;61
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;64;ÑU GUASU;0;23;15;1523;PARQUE GUASU;64
0;ASUNCIÓN;12;SAN ROQUE;1;23;JARA;887;4;12;1204;;23
0;ASUNCIÓN;12;SAN ROQUE;1;25;VIRGEN DEL HUERTO;1238;6;12;1206;;25
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;59;LAS LOMAS;746;28;15;1528;;59
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;55;SANTO DOMINGO;708;30;15;1530;;55
0;ASUNCIÓN;12;SAN ROQUE;1;21;LAS MERCEDES;703;9;12;1209;;21
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;3;DR. GASPAR RODRIGUEZ DE FRANCIA;965;11;10;1011;;3
0;ASUNCIÓN;14;LA RECOLETA;1;49;SAN JORGE;777;1;14;1401;;49
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;5;LA ENCARNACION;1052;12;10;1012;;5
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;2;SAN ANTONIO;891;5;10;1005;;2
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;58;MANORA;503;29;15;1529;;58
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;4;ITA PYTA PUNTA;752;2;10;1002;;4
0;ASUNCIÓN;12;SAN ROQUE;1;24;MARISCAL FRANCISCO SOLANO LÓPEZ;670;8;12;1208;;24
0;ASUNCIÓN;14;LA RECOLETA;1;45;YCUA SATI;888;10;14;1410;;45
0;ASUNCIÓN;12;SAN ROQUE;1;13;SAN ROQUE;846;18;12;1218;;13
0;ASUNCIÓN;14;LA RECOLETA;1;42;VILLA MORRA;1088;11;14;1411;;42
0;ASUNCIÓN;14;LA RECOLETA;1;41;RECOLETA;817;12;14;1412;;41
0;ASUNCIÓN;14;LA RECOLETA;1;44;SAN CRISTOBAL;813;8;14;1408;;44
0;ASUNCIÓN;12;SAN ROQUE;1;20;CIUDAD NUEVA;884;26;12;1226;;20
0;ASUNCIÓN;11;LA CATEDRAL;1;9;GRAL. JOSÉ EDUVIGIS DÍAZ;1049;2;11;1102;;9
0;ASUNCIÓN;12;SAN ROQUE;1;14;TTE. SILVIO PETTIROSSI;1273;22;12;1222;;14
0;ASUNCIÓN;12;SAN ROQUE;1;18;MBURICAO;1006;29;12;1229;;18
0;ASUNCIÓN;12;SAN ROQUE;1;19;GENERAL BERNARDINO CABALLERO;736;28;12;1228;;19
0;ASUNCIÓN;14;LA RECOLETA;1;46;LUIS ALBERTO DE HERRERA;695;5;14;1405;;46
0;ASUNCIÓN;11;LA CATEDRAL;1;10;OBRERO INTENDENTE B. GUGGIARI;1064;5;11;1105;;10
0;ASUNCIÓN;14;LA RECOLETA;1;43;MARISCAL JOSÉ FÉLIX ESTIGARRIBIA;1069;16;14;1416;;43
0;ASUNCIÓN;12;SAN ROQUE;1;16;PINOZÁ;986;36;12;1236;;16
0;ASUNCIÓN;14;LA RECOLETA;1;40;TEMBETARY;955;21;14;1421;;40
0;ASUNCIÓN;14;LA RECOLETA;1;39;LOS LAURELES;979;20;14;1420;;39
0;ASUNCIÓN;14;LA RECOLETA;1;36;HIPÓDROMO;1072;25;14;1425;;36
0;ASUNCIÓN;14;LA RECOLETA;1;48;YTAY;802;3;14;1403;;48
0;ASUNCIÓN;14;LA RECOLETA;1;47;SANTA MARÍA;1217;4;14;1404;;47
0;ASUNCIÓN;14;LA RECOLETA;1;38;VILLA AURELIA;977;19;14;1419;;38
0;ASUNCIÓN;12;SAN ROQUE;1;15;SAN VICENTE;1116;40;12;1240;;15
0;ASUNCIÓN;12;SAN ROQUE;1;17;VISTA ALEGRE;762;34;12;1234;;17
0;ASUNCIÓN;14;LA RECOLETA;1;34;NAZARETH;1070;22;14;1422;;34
0;ASUNCIÓN;14;LA RECOLETA;1;37;SAN PABLO;1080;31;14;1431;;37
0;ASUNCIÓN;14;LA RECOLETA;1;35;TERMINAL;476;24;14;1424;;35
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;1;SAJONIA;780;1;10;1001;;1
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;33;PRESIDENTE CARLOS ANTONIO LÓPEZ;1083;7;10;1007;;33
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;6;TACUMBU;1017;18;10;1018;;6
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;30;ITA ENRAMADA;718;6;13;1306;;30
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;54;BELLA VISTA;959;35;15;1535;;54
0;ASUNCIÓN;11;LA CATEDRAL;1;8;LA CATEDRAL;1177;1;11;1101;;8
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;22;BAÑADO CARA CARA;613;14;15;1514;;22
0;ASUNCIÓN;12;SAN ROQUE;1;26;BANCO SAN MIGUEL;427;1;12;1201;;26
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;65;LOMA PYTA;964;9;15;1509;;65
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;66;SAN BLAS;1243;6;15;1506;;66
0;ASUNCIÓN;12;SAN ROQUE;1;12;RICARDO BRUGADA;912;13;12;1213;;12
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;68;ZEBALLOS CUE;1037;4;15;1504;;68
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;31;SANTA LIBRADA;730;3;13;1303;;31
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;7;JUKYTY;842;5;13;1305;;7
0;ASUNCIÓN;11;LA CATEDRAL;1;27;SAN CAYETANO;1038;14;11;1114;;27
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;28;REPUBLICANO;1158;2;13;1302;;28
0;ASUNCIÓN;11;LA CATEDRAL;1;11;ROBERTO L. PETIT;1184;9;11;1109;;11
0;ASUNCIÓN;11;LA CATEDRAL;1;29;SANTA ANA;742;13;11;1113;;29
0;ASUNCIÓN;12;SAN ROQUE;1;32;SAN JUAN;805;2;12;1202;;32
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;68;ZEBALLOS CUE;637;1;15;1501;;68
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;68;ZEBALLOS CUE;22;3;15;1503;AREA DE CONSTRUCCION DE MAS DE 1000 VIVIENDAS (PREDIO DEL RC4);68
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;68;ZEBALLOS CUE;1037;2;15;1502;;68
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;68;ZEBALLOS CUE;988;5;15;1505;;68
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;65;LOMA PYTA;1133;7;15;1507;;65
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;65;LOMA PYTA;923;8;15;1508;;65
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;65;LOMA PYTA;1219;10;15;1510;;65
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;67;BOTÁNICO;1033;11;15;1511;;67
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;60;MBURUCUYA;1214;20;15;1520;;60
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;61;MADAME ELISA ALICIA LYNCH;1003;26;15;1526;;61
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;59;LAS LOMAS;821;27;15;1527;;59
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;53;VIRGEN DE LA ASUNCIÓN;822;33;15;1533;;53
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;54;BELLA VISTA;888;34;15;1534;;54
0;ASUNCIÓN;12;SAN ROQUE;1;23;JARA;811;5;12;1205;;23
0;ASUNCIÓN;12;SAN ROQUE;1;23;JARA;975;3;12;1203;;23
0;ASUNCIÓN;12;SAN ROQUE;1;18;MBURICAO;1022;30;12;1230;;18
0;ASUNCIÓN;14;LA RECOLETA;1;41;RECOLETA;903;13;14;1413;;41
0;ASUNCIÓN;14;LA RECOLETA;1;43;MARISCAL JOSÉ FÉLIX ESTIGARRIBIA;1103;15;14;1415;;43
0;ASUNCIÓN;14;LA RECOLETA;1;38;VILLA AURELIA;751;17;14;1417;;38
0;ASUNCIÓN;14;LA RECOLETA;1;38;VILLA AURELIA;913;18;14;1418;;38
0;ASUNCIÓN;14;LA RECOLETA;1;37;SAN PABLO;913;27;14;1427;;37
0;ASUNCIÓN;14;LA RECOLETA;1;37;SAN PABLO;1050;28;14;1428;;37
0;ASUNCIÓN;14;LA RECOLETA;1;37;SAN PABLO;1022;29;14;1429;;37
0;ASUNCIÓN;14;LA RECOLETA;1;37;SAN PABLO;589;32;14;1432;;37
0;ASUNCIÓN;14;LA RECOLETA;1;34;NAZARETH;904;23;14;1423;;34
0;ASUNCIÓN;12;SAN ROQUE;1;17;VISTA ALEGRE;850;32;12;1232;;17
0;ASUNCIÓN;12;SAN ROQUE;1;17;VISTA ALEGRE;729;33;12;1233;;17
0;ASUNCIÓN;12;SAN ROQUE;1;17;VISTA ALEGRE;941;31;12;1231;;17
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;2;SAN ANTONIO;1108;3;10;1003;;2
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;2;SAN ANTONIO;1131;4;10;1004;;2
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;3;DR. GASPAR RODRIGUEZ DE FRANCIA;1087;9;10;1009;;3
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;3;DR. GASPAR RODRIGUEZ DE FRANCIA;1057;10;10;1010;;3
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;5;LA ENCARNACION;921;13;10;1013;;5
0;ASUNCIÓN;12;SAN ROQUE;1;13;SAN ROQUE;999;19;12;1219;;13
0;ASUNCIÓN;12;SAN ROQUE;1;13;SAN ROQUE;744;20;12;1220;;13
0;ASUNCIÓN;12;SAN ROQUE;1;12;RICARDO BRUGADA;375;17;12;1217;;12
0;ASUNCIÓN;12;SAN ROQUE;1;12;RICARDO BRUGADA;795;16;12;1216;;12
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;33;PRESIDENTE CARLOS ANTONIO LÓPEZ;1069;8;10;1008;;33
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;33;PRESIDENTE CARLOS ANTONIO LÓPEZ;1152;6;10;1006;;33
0;ASUNCIÓN;11;LA CATEDRAL;1;10;OBRERO INTENDENTE B. GUGGIARI;1153;4;11;1104;;10
0;ASUNCIÓN;11;LA CATEDRAL;1;10;OBRERO INTENDENTE B. GUGGIARI;1027;6;11;1106;;10
0;ASUNCIÓN;11;LA CATEDRAL;1;10;OBRERO INTENDENTE B. GUGGIARI;975;7;11;1107;;10
0;ASUNCIÓN;11;LA CATEDRAL;1;11;ROBERTO L. PETIT;986;11;11;1111;;11
0;ASUNCIÓN;11;LA CATEDRAL;1;11;ROBERTO L. PETIT;1015;10;11;1110;;11
0;ASUNCIÓN;11;LA CATEDRAL;1;9;GRAL. JOSÉ EDUVIGIS DÍAZ;1076;3;11;1103;;9
0;ASUNCIÓN;11;LA CATEDRAL;1;29;SANTA ANA;755;12;11;1112;;29
0;ASUNCIÓN;11;LA CATEDRAL;1;27;SAN CAYETANO;1143;15;11;1115;;27
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;31;SANTA LIBRADA;665;4;13;1304;;31
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;28;REPUBLICANO;1172;1;13;1301;;28
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;6;TACUMBU;891;14;10;1014;;6
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;6;TACUMBU;1018;15;10;1015;;6
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;6;TACUMBU;845;16;10;1016;;6
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;6;TACUMBU;984;17;10;1017;;6
0;ASUNCIÓN;10;LA ENCARNACIÓN;1;6;TACUMBU;701;19;10;1019;;6
0;ASUNCIÓN;11;LA CATEDRAL;1;27;SAN CAYETANO;968;16;11;1116;;27
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;15;SAN VICENTE;651;10;13;1310;PARTE DEL BARRIO SAN VICENTE QUE SE UBICA EN OTRA ZONA CATASTRAL (13);15
0;ASUNCIÓN;12;SAN ROQUE;1;15;SAN VICENTE;1090;38;12;1238;;15
0;ASUNCIÓN;12;SAN ROQUE;1;15;SAN VICENTE;1088;37;12;1237;;15
0;ASUNCIÓN;12;SAN ROQUE;1;15;SAN VICENTE;959;39;12;1239;;15
0;ASUNCIÓN;12;SAN ROQUE;1;16;PINOZÁ;1021;35;12;1235;;16
0;ASUNCIÓN;12;SAN ROQUE;1;19;GENERAL BERNARDINO CABALLERO;1006;27;12;1227;;19
0;ASUNCIÓN;14;LA RECOLETA;1;36;HIPÓDROMO;1130;26;14;1426;;36
0;ASUNCIÓN;14;LA RECOLETA;1;46;LUIS ALBERTO DE HERRERA;811;6;14;1406;;46
0;ASUNCIÓN;14;LA RECOLETA;1;44;SAN CRISTOBAL;963;7;14;1407;;44
0;ASUNCIÓN;14;LA RECOLETA;1;45;YCUA SATI;840;9;14;1409;;45
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;50;TABLADA NUEVA;689;16;15;1516;;50
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;67;BOTÁNICO;973;13;15;1513;;67
0;ASUNCIÓN;12;SAN ROQUE;1;21;LAS MERCEDES;743;11;12;1211;;21
0;ASUNCIÓN;12;SAN ROQUE;1;12;RICARDO BRUGADA;901;15;12;1215;;12
0;ASUNCIÓN;11;LA CATEDRAL;1;10;OBRERO INTENDENTE B. GUGGIARI;1020;8;11;1108;;10
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;;Parque Industrial 1;3;9;13;1309;ISLAS SOBRE EL RIO PARAGUAY CATALOGADAS POR LA MUNICIPALIDAD COMO FUTUROS PARQUES INDUSTRIALES;0
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;;Parque Industrial 2;13;8;13;1308;ISLAS SOBRE EL RIO PARAGUAY CATALOGADAS POR LA MUNICIPALIDAD COMO FUTUROS PARQUES INDUSTRIALES;0
0;ASUNCIÓN;12;SAN ROQUE;1;14;TTE. SILVIO PETTIROSSI;1097;23;12;1223;;14
0;ASUNCIÓN;12;SAN ROQUE;1;14;TTE. SILVIO PETTIROSSI;1125;21;12;1221;;14
0;ASUNCIÓN;12;SAN ROQUE;1;12;RICARDO BRUGADA;663;14;12;1214;;12
0;ASUNCIÓN;12;SAN ROQUE;1;12;RICARDO BRUGADA;679;12;12;1212;;12
0;ASUNCIÓN;12;SAN ROQUE;1;24;MARISCAL FRANCISCO SOLANO LÓPEZ;659;7;12;1207;;24
0;ASUNCIÓN;12;SAN ROQUE;1;21;LAS MERCEDES;996;10;12;1210;;21
0;ASUNCIÓN;12;SAN ROQUE;1;20;CIUDAD NUEVA;1078;24;12;1224;;20
0;ASUNCIÓN;12;SAN ROQUE;1;20;CIUDAD NUEVA;1001;25;12;1225;;20
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;17;VISTA ALEGRE;627;12;13;1312;PARTE DEL BARRIO VISTA ALEGRE QUE SE UBICA EN OTRA ZONA CATASTRAL (13);17
0;ASUNCIÓN;14;LA RECOLETA;1;41;RECOLETA;891;14;14;1414;;41
0;ASUNCIÓN;14;LA RECOLETA;1;37;SAN PABLO;812;30;14;1430;;37
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;35;TERMINAL;359;14;13;1314;PARTE DEL BARRIO TERMINAL QUE SE UBICA EN OTRA ZONA CATASTRAL (13);35
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;67;BOTÁNICO;871;12;15;1512;;67
0;ASUNCIÓN;14;LA RECOLETA;1;49;SAN JORGE;710;2;14;1402;;49
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;30;ITA ENRAMADA;732;7;13;1307;;30
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;37;SAN PABLO;226;15;13;1315;PARTE DEL BARRIO SAN PABLO QUE SE UBICA EN OTRA ZONA CATASTRAL (13);37
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;34;NAZARETH;166;13;13;1313;PARTE DEL BARRIO NAZARETH QUE SE UBICA EN OTRA ZONA CATASTRAL (13);34
0;ASUNCIÓN;13;SANTA MARÍA DE LA ASUNCIÓN;1;16;PINOZÁ;270;11;13;1311;PARTE DEL BARRIO PINOZA QUE SE UBICA EN OTRA ZONA CATASTRAL (13);16
0;ASUNCIÓN;15;SANTÍSIMA TRINIDAD;1;62;SALVADOR DEL MUNDO;925;24;15;1524;;62
1;CONCEPCIÓN;1;CONCEPCIÓN;6;160;PANCHITO LÓPEZ;196;23;;10123;;101160
1;CONCEPCIÓN;1;CONCEPCIÓN;6;100;CAACUPÉMI;39;23;;10123;;101100
1;CONCEPCIÓN;1;CONCEPCIÓN;6;645;CARLOS ANTONIO LÓPEZ;62;22;;10122;;101645
1;CONCEPCIÓN;1;CONCEPCIÓN;6;650;HUGUA IBAÑEZ;100;22;;10122;;101650
1;CONCEPCIÓN;1;CONCEPCIÓN;6;655;SAN NICOLÁS;84;22;;10122;;101655
1;CONCEPCIÓN;1;CONCEPCIÓN;6;660;PIO X;96;22;;10122;;101660
1;CONCEPCIÓN;1;CONCEPCIÓN;6;190;SAN BLAS;79;21;;10121;;101190
1;CONCEPCIÓN;1;CONCEPCIÓN;6;665;SAN FRANCISCO;34;21;;10121;;101665
1;CONCEPCIÓN;1;CONCEPCIÓN;6;200;MARÍA AUXILIADORA;146;21;;10121;;101200
1;CONCEPCIÓN;1;CONCEPCIÓN;6;670;SAN JUAN 1;63;20;;10120;;101670
1;CONCEPCIÓN;1;CONCEPCIÓN;6;675;COSTA FERREIRA;87;20;;10120;;101675
1;CONCEPCIÓN;1;CONCEPCIÓN;6;680;SAGRADA FAMILIA;82;21;;10121;;101680
1;CONCEPCIÓN;1;CONCEPCIÓN;6;685;KURUSU ISABEL;79;21;;10121;;101685
1;CONCEPCIÓN;1;CONCEPCIÓN;6;690;DE LAS FLORES;33;21;;10121;;101690
1;CONCEPCIÓN;1;CONCEPCIÓN;6;240;POTRERO ROMERO;94;20;;10120;;101240
1;CONCEPCIÓN;1;CONCEPCIÓN;6;695;CALLEJÓN LAGUNA;43;20;;10120;;101695
1;CONCEPCIÓN;1;CONCEPCIÓN;6;260;COSTA PUKU;51;19;;10119;;101260
1;CONCEPCIÓN;1;CONCEPCIÓN;6;700;PASO ITA;55;19;;10119;;101700
1;CONCEPCIÓN;1;CONCEPCIÓN;6;250;KO'E PORA;74;19;;10119;;101250
1;CONCEPCIÓN;1;CONCEPCIÓN;6;270;SAN RAMÓN;59;18;;10118;;101270
1;CONCEPCIÓN;1;CONCEPCIÓN;6;705;SAN ANTONIO;43;18;;10118;;101705
1;CONCEPCIÓN;1;CONCEPCIÓN;6;710;KURUSU ÑU;260;18;;10118;;101710
1;CONCEPCIÓN;1;CONCEPCIÓN;6;290;SAN LUIS;45;17;;10117;;101290
1;CONCEPCIÓN;1;CONCEPCIÓN;6;715;HUGUA TADEO;132;17;;10117;;101715
1;CONCEPCIÓN;1;CONCEPCIÓN;6;720;SAN JOSÉ OBRERO;92;16;;10116;;101720
1;CONCEPCIÓN;1;CONCEPCIÓN;6;725;BOQUERÓN;45;16;;10116;;101725
1;CONCEPCIÓN;1;CONCEPCIÓN;6;735;COLONIA RECONSTRUCCIÓN;82;16;;10116;;101735
1;CONCEPCIÓN;1;CONCEPCIÓN;6;220;SAN JUAN 2;31;16;;10116;;101220
1;CONCEPCIÓN;1;CONCEPCIÓN;6;400;PRIMAVERA;125;15;;10115;;101400
1;CONCEPCIÓN;1;CONCEPCIÓN;6;745;SANTA ROSA 2;151;15;;10115;;101745
1;CONCEPCIÓN;1;CONCEPCIÓN;6;390;COLONIA ROBERTO L PETIT;105;17;;10117;;101390
1;CONCEPCIÓN;1;CONCEPCIÓN;6;750;HUGUA ZARZA;43;17;;10117;;101750
1;CONCEPCIÓN;1;CONCEPCIÓN;6;755;SAN JOSÉ PIRITY;39;14;;10114;;101755
1;CONCEPCIÓN;1;CONCEPCIÓN;6;300;LAGUNA PLATO;113;14;;10114;;101300
1;CONCEPCIÓN;1;CONCEPCIÓN;6;825;CÁNDIDO SILVA KILÓMETRO 10;153;23;;10123;;101825
1;CONCEPCIÓN;1;CONCEPCIÓN;6;830;PUEBLO RA;39;20;;10120;;101830
1;CONCEPCIÓN;1;CONCEPCIÓN;6;310;HUGUA GONZÁLEZ;127;14;;10114;;101310
1;CONCEPCIÓN;1;CONCEPCIÓN;6;835;COLONIA CORONEL MONGELÓS;67;17;;10117;;101835
1;CONCEPCIÓN;1;CONCEPCIÓN;6;840;MBOKAJATY;19;18;;10118;;101840
1;CONCEPCIÓN;1;CONCEPCIÓN;6;620;BANCO CHACO'I;132;24;;10124;;101620
1;CONCEPCIÓN;1;CONCEPCIÓN;6;110;CIUDAD NUEVA;7;23;;10123;;101110
1;CONCEPCIÓN;1;CONCEPCIÓN;6;130;SAN CARLOS;77;23;;10123;;101130
1;CONCEPCIÓN;1;CONCEPCIÓN;6;210;SANTA ROSA 1;101;21;;10121;;101210
1;CONCEPCIÓN;1;CONCEPCIÓN;6;230;RINCÓN I;116;20;;10120;;101230
1;CONCEPCIÓN;1;CONCEPCIÓN;6;120;SALADILLO;73;19;;10119;;101120
1;CONCEPCIÓN;1;CONCEPCIÓN;6;730;SANTA LUCÍA;89;16;;10116;;101730
1;CONCEPCIÓN;1;CONCEPCIÓN;6;330;PASO HORQUETA;109;15;;10115;;101330
1;CONCEPCIÓN;1;CONCEPCIÓN;6;815;PASO HORQUETA - SANTA LUCÍA;110;15;;10115;;101815
1;CONCEPCIÓN;1;CONCEPCIÓN;6;850;HUGUA OCAMPOS;184;22;;10122;;101850
1;CONCEPCIÓN;1;CONCEPCIÓN;6;870;CRISTO REY;8;22;;10122;;101870
1;CONCEPCIÓN;1;CONCEPCIÓN;6;880;KILÓMETRO 31 SAN MARCOS;17;22;;10122;;101880
1;CONCEPCIÓN;1;CONCEPCIÓN;6;860;MARÍA AUXILIADORA 1;25;22;;10122;;101860
1;CONCEPCIÓN;1;CONCEPCIÓN;1;4;SAN LUIS;1320;3;;10103;;101004
1;CONCEPCIÓN;1;CONCEPCIÓN;1;5;VILLA ALTA;441;2;;10102;;101005
1;CONCEPCIÓN;1;CONCEPCIÓN;1;26;VILLA OLIVA;63;4;;10104;;101026
1;CONCEPCIÓN;1;CONCEPCIÓN;1;25;SAN CARLOS;522;4;;10104;;101025
1;CONCEPCIÓN;1;CONCEPCIÓN;1;7;VILLA ARMANDO;1234;5;;10105;;101007
1;CONCEPCIÓN;1;CONCEPCIÓN;1;22;SAN ROQUE;561;1;;10101;;101022
1;CONCEPCIÓN;1;CONCEPCIÓN;1;6;INMACULADA;888;6;;10106;;101006
1;CONCEPCIÓN;1;CONCEPCIÓN;1;24;VILLA REDENCIÓN;233;2;;10102;;101024
1;CONCEPCIÓN;1;CONCEPCIÓN;1;2;DEL BAÑADO;364;2;;10102;;101002
1;CONCEPCIÓN;1;CONCEPCIÓN;1;1;SAN JOSÉ OLERO;352;1;;10101;;101001
1;CONCEPCIÓN;1;CONCEPCIÓN;1;27;SAN JORGE;126;4;;10104;;101027
1;CONCEPCIÓN;1;CONCEPCIÓN;1;21;BOQUERÓN;156;5;;10105;;101021
1;CONCEPCIÓN;1;CONCEPCIÓN;1;10;CENTRO;782;8;;10108;;101010
1;CONCEPCIÓN;1;CONCEPCIÓN;1;11;SAN ANTONIO;891;13;;10113;;101011
1;CONCEPCIÓN;1;CONCEPCIÓN;1;15;PRIMAVERA;742;12;;10112;;101015
1;CONCEPCIÓN;1;CONCEPCIÓN;1;20;SANTA RITA;69;12;;10112;;101020
1;CONCEPCIÓN;1;CONCEPCIÓN;1;16;FÁTIMA;119;13;;10113;;101016
1;CONCEPCIÓN;1;CONCEPCIÓN;1;29;INDUSTRIAL;15;13;;10113;;101029
1;CONCEPCIÓN;1;CONCEPCIÓN;1;28;SANTO DOMINGO SAVIO;75;11;;10111;;101028
1;CONCEPCIÓN;1;CONCEPCIÓN;1;30;SAGRADA FAMILIA;101;11;;10111;;101030
1;CONCEPCIÓN;1;CONCEPCIÓN;1;9;ITACURUBÍ;1000;10;;10110;;101009
1;CONCEPCIÓN;1;CONCEPCIÓN;1;18;SAN ANTONIO DE GUZMÁN;507;11;;10111;;101018
1;CONCEPCIÓN;1;CONCEPCIÓN;1;31;ASENT. SANTA MARÍA;83;11;;10111;;101031
1;CONCEPCIÓN;1;CONCEPCIÓN;1;3;SAN AGUSTÍN;97;11;;10111;;101003
1;CONCEPCIÓN;1;CONCEPCIÓN;1;19;ASENT. SAN FRANCISCO;198;12;;10112;;101019
1;CONCEPCIÓN;1;CONCEPCIÓN;1;17;SAN FRANCISCO;191;12;;10112;;101017
1;CONCEPCIÓN;1;CONCEPCIÓN;1;23;COM INDIG REDENCION;64;2;;10102;;101023
1;CONCEPCIÓN;1;CONCEPCIÓN;1;10;CENTRO;773;7;;10107;;101010
1;CONCEPCIÓN;1;CONCEPCIÓN;1;9;ITACURUBÍ;1130;9;;10109;;101009
1;CONCEPCIÓN;2;BELÉN;1;2;SALVADOR DEL MUNDO;72;1;;10201;;102002
1;CONCEPCIÓN;2;BELÉN;1;1;VIRGEN DE LA PAZ;131;1;;10201;;102001
1;CONCEPCIÓN;2;BELÉN;1;6;MARÍA AUXILIADORA;126;1;;10201;;102006
1;CONCEPCIÓN;2;BELÉN;1;5;SAGRADA FAMILIA;57;1;;10201;;102005
1;CONCEPCIÓN;2;BELÉN;1;3;SANTO DOMINGO;60;1;;10201;;102003
1;CONCEPCIÓN;2;BELÉN;1;4;SAN RAFAEL;148;1;;10201;;102004
1;CONCEPCIÓN;2;BELÉN;6;200;POTRERITO;46;2;;10202;;102200
1;CONCEPCIÓN;2;BELÉN;6;350;CAACUPÉMI;43;2;;10202;;102350
1;CONCEPCIÓN;2;BELÉN;6;210;SAN MIGUEL;92;2;;10202;;102210
1;CONCEPCIÓN;2;BELÉN;6;190;REQUEJO;106;2;;10202;;102190
