dpto;dpto_desc;distrito;dist_desc;area_1;barloc;barlo_desc;viv_2014;div_post;zona;cod_post;obs;cod_bar
2;SAN PEDRO;16;GUAJAYVI;6;495;COM INDIG SAN JOSÉ KUPA'Y;11;12;;21612;;216495
2;SAN PEDRO;16;GUAJAYVI;6;400;BARRIO SAN PEDRO;1084;10;;21610;;216400
2;SAN PEDRO;17;CAPIIBARY;1;6;SAN JOSÉ;180;1;;21701;;217006
2;SAN PEDRO;17;CAPIIBARY;1;4;SAN MIGUEL;79;1;;21701;;217004
2;SAN PEDRO;17;CAPIIBARY;1;5;ASENT. SAN JOSÉ;39;1;;21701;;217005
2;SAN PEDRO;17;CAPIIBARY;1;7;CENTRO;90;1;;21701;;217007
2;SAN PEDRO;17;CAPIIBARY;1;8;MARÍA AUXILIADORA;149;2;;21702;;217008
2;SAN PEDRO;17;CAPIIBARY;1;9;LAS RESIDENTAS;40;2;;21702;;217009
2;SAN PEDRO;17;CAPIIBARY;1;11;SAN FRANCISCO;69;2;;21702;;217011
2;SAN PEDRO;17;CAPIIBARY;1;12;PRIMAVERA;225;2;;21702;;217012
2;SAN PEDRO;17;CAPIIBARY;1;10;SAN ISIDRO;63;2;;21702;;217010
2;SAN PEDRO;17;CAPIIBARY;1;14;1RO DE MARZO;171;2;;21702;;217014
2;SAN PEDRO;17;CAPIIBARY;1;13;3 DE NOVIEMBRE;17;2;;21702;;217013
2;SAN PEDRO;17;CAPIIBARY;1;1;4 DE MAYO;191;1;;21701;;217001
2;SAN PEDRO;17;CAPIIBARY;1;3;VIRGEN DE FÁTIMA;240;1;;21701;;217003
2;SAN PEDRO;17;CAPIIBARY;6;290;1RO DE MARZO;260;8;;21708;;217290
2;SAN PEDRO;17;CAPIIBARY;6;280;26 DE FEBRERO;221;6;;21706;;217280
2;SAN PEDRO;17;CAPIIBARY;6;250;1RO DE MAYO;161;6;;21706;;217250
2;SAN PEDRO;17;CAPIIBARY;6;210;BOQUERÓN;38;6;;21706;;217210
2;SAN PEDRO;17;CAPIIBARY;6;115;GUYRA CAMPANA;26;6;;21706;;217115
2;SAN PEDRO;17;CAPIIBARY;6;100;19 DE MARZO;71;5;;21705;;217100
2;SAN PEDRO;17;CAPIIBARY;6;170;ARA PYAHU;102;5;;21705;;217170
2;SAN PEDRO;17;CAPIIBARY;6;200;CALLE ZABALA;27;9;;21709;;217200
2;SAN PEDRO;17;CAPIIBARY;6;275;15 DE AGOSTO;110;9;;21709;;217275
2;SAN PEDRO;17;CAPIIBARY;6;300;1RO DE NOVIEMBRE;170;9;;21709;;217300
2;SAN PEDRO;17;CAPIIBARY;6;325;4 DE MAYO 2;16;8;;21708;;217325
2;SAN PEDRO;17;CAPIIBARY;6;330;3 DE NOVIEMBRE;432;10;;21710;;217330
2;SAN PEDRO;17;CAPIIBARY;6;310;25 DE DICIEMBRE;143;9;;21709;;217310
2;SAN PEDRO;17;CAPIIBARY;6;305;ASENT. SAN NICOLÁS;64;10;;21710;;217305
2;SAN PEDRO;17;CAPIIBARY;6;360;12 DE JUNIO;149;15;;21715;;217360
2;SAN PEDRO;17;CAPIIBARY;6;365;ASENT. 12 DE JUNIO;409;11;;21711;;217365
2;SAN PEDRO;17;CAPIIBARY;6;410;SANTO DOMINGO;124;15;;21715;;217410
2;SAN PEDRO;17;CAPIIBARY;6;470;SIDEPAR 45;75;12;;21712;;217470
2;SAN PEDRO;17;CAPIIBARY;6;265;PABLO KUE;34;7;;21707;;217265
2;SAN PEDRO;17;CAPIIBARY;6;340;POTRERITO;66;7;;21707;;217340
2;SAN PEDRO;17;CAPIIBARY;6;260;CAÑETE KUE;59;7;;21707;;217260
2;SAN PEDRO;17;CAPIIBARY;6;350;SAN ISIDRO;75;10;;21710;;217350
2;SAN PEDRO;17;CAPIIBARY;6;355;ASENT. 25 DE DICIEMBRE;26;11;;21711;;217355
2;SAN PEDRO;17;CAPIIBARY;6;320;4 DE MAYO;79;8;;21708;;217320
2;SAN PEDRO;17;CAPIIBARY;6;345;ASENT. PIO KUE;26;7;;21707;;217345
2;SAN PEDRO;17;CAPIIBARY;6;285;ASENT. 25 DE FEBRERO;124;7;;21707;;217285
2;SAN PEDRO;17;CAPIIBARY;6;380;20 DE JULIO NORTE;60;16;;21716;;217380
2;SAN PEDRO;17;CAPIIBARY;6;400;SAN BLAS;91;16;;21716;;217400
2;SAN PEDRO;17;CAPIIBARY;6;415;SAN CARLOS;83;16;;21716;;217415
2;SAN PEDRO;17;CAPIIBARY;6;450;8 DE DICIEMBRE;103;15;;21715;;217450
2;SAN PEDRO;17;CAPIIBARY;6;385;20 DE JULIO SUR;46;15;;21715;;217385
2;SAN PEDRO;17;CAPIIBARY;6;460;ASENT. TAPIRACUAI POTY;102;16;;21716;;217460
2;SAN PEDRO;17;CAPIIBARY;6;465;TAPIRACUAI POTY;17;16;;21716;;217465
2;SAN PEDRO;17;CAPIIBARY;6;420;AÑA RETANGUE;159;16;;21716;;217420
2;SAN PEDRO;17;CAPIIBARY;6;110;TAJY KARE;116;5;;21705;;217110
2;SAN PEDRO;17;CAPIIBARY;6;205;ASENT. ARA PYAHU;457;4;;21704;;217205
2;SAN PEDRO;17;CAPIIBARY;6;295;ASENT. 1RO DE MARZO;206;7;;21707;;217295
2;SAN PEDRO;17;CAPIIBARY;6;315;ASENT. 4 DE MAYO;176;8;;21708;;217315
2;SAN PEDRO;17;CAPIIBARY;6;335;ASENT. 3 DE NOVIEMBRE;218;11;;21711;;217335
2;SAN PEDRO;17;CAPIIBARY;6;620;ASENT. KA'AGUY POTY;80;14;;21714;;217620
2;SAN PEDRO;17;CAPIIBARY;6;440;ASENT. 30 DE AGOSTO;104;15;;21715;;217440
2;SAN PEDRO;17;CAPIIBARY;6;610;ASENT. JAHAPE;130;14;;21714;;217610
2;SAN PEDRO;17;CAPIIBARY;6;375;ASENT. 10 DE JUNIO;154;14;;21714;;217375
2;SAN PEDRO;17;CAPIIBARY;6;600;MARISCAL LÓPEZ 6TA LINEA;43;14;;21714;;217600
2;SAN PEDRO;17;CAPIIBARY;6;590;MARISCAL LÓPEZ 4TA LINEA;113;14;;21714;;217590
2;SAN PEDRO;17;CAPIIBARY;6;570;MARISCAL LÓPEZ - CHACHI  1RA LINEA;74;13;;21713;;217570
2;SAN PEDRO;17;CAPIIBARY;6;560;MARISCAL LÓPEZ 3RA LINEA;72;13;;21713;;217560
2;SAN PEDRO;17;CAPIIBARY;6;580;MARISCAL LÓPEZ - CHACHI  2DA LINEA;46;13;;21713;;217580
2;SAN PEDRO;17;CAPIIBARY;6;550;MARISCAL LÓPEZ 2DA LINEA;49;13;;21713;;217550
2;SAN PEDRO;17;CAPIIBARY;6;540;PIQUETE I;75;13;;21713;;217540
2;SAN PEDRO;17;CAPIIBARY;6;545;MARISCAL LÓPEZ 1RA LINEA;62;13;;21713;;217545
2;SAN PEDRO;17;CAPIIBARY;6;370;CABO KUE;143;12;;21712;;217370
2;SAN PEDRO;17;CAPIIBARY;6;530;SIDEPAR 1RA LINEA;22;13;;21713;;217530
2;SAN PEDRO;17;CAPIIBARY;6;520;SIDEPAR SAN ALBERTO CURUZU;94;13;;21713;;217520
2;SAN PEDRO;17;CAPIIBARY;6;510;SIDEPAR 2DA LINEA;47;12;;21712;;217510
2;SAN PEDRO;17;CAPIIBARY;6;480;SIDEPAR 5TA LINEA;17;12;;21712;;217480
2;SAN PEDRO;17;CAPIIBARY;6;490;SIDEPAR 4TA LINEA;48;12;;21712;;217490
2;SAN PEDRO;17;CAPIIBARY;6;500;SIDEPAR 3RA LINEA;29;12;;21712;;217500
2;SAN PEDRO;17;CAPIIBARY;6;505;SIDEPAR PLANTA URBANA;68;12;;21712;;217505
2;SAN PEDRO;17;CAPIIBARY;6;230;COM INDIG KA´ATY MIRI  SAN FRANCISCO;10;6;;21706;;217230
2;SAN PEDRO;17;CAPIIBARY;6;105;COM INDIG ÑU POTY;11;5;;21705;;217105
2;SAN PEDRO;17;CAPIIBARY;6;125;COM INDIG RIO CORRIENTE MI;8;5;;21705;;217125
2;SAN PEDRO;17;CAPIIBARY;6;145;COM INDIG PARAKAU KEHA;18;5;;21705;;217145
2;SAN PEDRO;17;CAPIIBARY;6;640;COM INDIG SAN JOSÉ;6;5;;21705;;217640
2;SAN PEDRO;17;CAPIIBARY;6;630;COM INDIG YPACHI;10;12;;21712;;217630
2;SAN PEDRO;17;CAPIIBARY;6;136;COM INDIG KA'AGUY PYAHU 2;6;5;;21705;;217136
2;SAN PEDRO;17;CAPIIBARY;6;135;COM INDIG KA´AGUY PYAHU 1;10;5;;21705;;217135
2;SAN PEDRO;17;CAPIIBARY;6;650;COM INDIG RIO VERDE;4;5;;21705;;217650
2;SAN PEDRO;17;CAPIIBARY;6;205;ASENT. ARA PYAHU;634;3;;21703;;217205
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1;1;SANTO DOMINGO;147;1;;21801;;218001
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1;2;FÁTIMA;344;1;;21801;;218002
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1;5;ASENT. JARDÍN DEL NORTE;56;1;;21801;;218005
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1;3;ASENT. SAN RAMÓN;29;1;;21801;;218003
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1;6;SAN JOSÉ 1;297;1;;21801;;218006
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1;4;JARDÍN DEL NORTE;227;1;;21801;;218004
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;370;ASENT. TAVA GUARANI;115;16;;21816;;218370
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;450;ASENT. JAGUARETE CALLE 4;147;15;;21815;;218450
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;470;ASENT. JAGUARETE  CALLE 2;51;15;;21815;;218470
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;460;ASENT. JAGUARETE  SAN JUAN;17;15;;21815;;218460
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;490;ASENT. JAGUARETE CALLE 5;24;15;;21815;;218490
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;480;ASENT. JAGUARETE CALLE 3;44;15;;21815;;218480
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;440;ASENT. JAGUARETE CALLE 1;95;15;;21815;;218440
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;430;ASENT. JAGUARETE  9 DE AGOSTO;106;15;;21815;;218430
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;353;SANTA BÁRBARA CALLE  SAN PEDRO;48;13;;21813;;218353
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;510;ASENT. NUEVA ESPERANZA;118;12;;21812;;218510
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;100;ISLA SOLA;81;2;;21802;;218100
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;120;PROSPERIDAD;193;2;;21802;;218120
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;530;SAN ROQUE 1;30;3;;21803;;218530
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;540;CORAZÓN DE JESÚS;18;3;;21803;;218540
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;160;LA VICTORIA;153;3;;21803;;218160
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;550;SANTA LUCÍA 1;94;3;;21803;;218550
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;560;11 DE OCTUBRE;59;3;;21803;;218560
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;570;ASENT. SAN MIGUEL;67;3;;21803;;218570
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;180;SAN MIGUEL;83;3;;21803;;218180
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;580;ASENT. JAGUARETE 10 DE AGOSTO;133;14;;21814;;218580
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;590;ASENT. AGUERITO;157;16;;21816;;218590
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;595;ASENT. JAGUARETE FELIPE OSORIO NÚCLEO 3;48;14;;21814;;218595
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;600;ASENT. JAGUARETE FELIPE OSORIO NÚCLEO 4;59;14;;21814;;218600
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;605;ASENT. JAGUARETE FELIPE OSORIO NÚCLEO 2;50;14;;21814;;218605
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;610;ASENT. JAGUARETE FELIPE OSORIO NÚCLEO 1;67;14;;21814;;218610
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;420;ASENT. JAGUARETE SAN ISIDRO 15 DE MAYO;161;14;;21814;;218420
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;352;SANTA BÁRBARA CALLE  VIRGEN DE FÁTIMA;56;13;;21813;;218352
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;640;SANTA BÁRBARA CALLE SAN RAMÓN;19;13;;21813;;218640
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;351;SANTA BÁRBARA CALLE SAN JUAN;38;13;;21813;;218351
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;650;SANTA BÁRBARA CALLE SAN ISIDRO;63;13;;21813;;218650
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;354;SANTA BÁRBARA CALLE SAN ANTONIO;129;13;;21813;;218354
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;660;ASENT. SANTA BÁRBARA;40;13;;21813;;218660
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;670;ASENT. MARÍA AUXILIADORA;17;12;;21812;;218670
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;680;ASENT. AGUARAYMI;12;12;;21812;;218680
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;700;ASENT. BASE 8 DE DICIEMBRE;9;12;;21812;;218700
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;710;ASENT. 7 DE SETIEMBRE;22;12;;21812;;218710
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;720;ASENT. BASE SAN JORGE 1;34;12;;21812;;218720
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;730;ASENT. BASE SAN BLAS;40;12;;21812;;218730
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;740;ASENT. BASE PROSPERIDAD;69;12;;21812;;218740
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;365;ASENT. 3 DE FEBRERO;94;12;;21812;;218365
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;750;ZONA 11;41;8;;21808;;218750
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;760;ZONA 12;39;8;;21808;;218760
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;770;ZONA 13;25;8;;21808;;218770
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;780;ZONA 14;18;8;;21808;;218780
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;220;CAMBA YKUA;131;7;;21807;;218220
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;790;ZONA 103;49;7;;21807;;218790
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;200;LOMA PUKU;538;6;;21806;;218200
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;800;8 DE SETIEMBRE;123;5;;21805;;218800
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;185;SAN FRANCISCO;92;4;;21804;;218185
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;810;SAN ROQUE 2;278;5;;21805;;218810
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;245;SAN ISIDRO 2;98;5;;21805;;218245
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;310;SANTA LUCÍA 2;142;9;;21809;;218310
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;330;ASENT. KORORO'I;178;9;;21809;;218330
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;820;ASENT. SANTA LIBRADA;13;9;;21809;;218820
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;830;KORORO'I;123;9;;21809;;218830
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;840;SANTA LIBRADA;60;11;;21811;;218840
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;850;ASENT. SAN JORGE;57;11;;21811;;218850
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;860;ASENT. BASE SAN JORGE 2;16;11;;21811;;218860
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;260;LÓPEZ SALINAS;112;11;;21811;;218260
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;870;SAN JORGE;43;11;;21811;;218870
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;880;SAN MIGUEL DEL  NORTE;46;11;;21811;;218880
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;250;YVA HAI;11;10;;21810;;218250
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;240;MARÍA AUXILIADORA;120;10;;21810;;218240
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;890;CRISTO REY;73;5;;21805;;218890
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;110;SAN BLAS;40;2;;21802;;218110
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;900;STELLA MARIS;233;2;;21802;;218900
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;910;VILLA DEL MAESTRO;61;10;;21810;;218910
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;920;SAN VALENTÍN;47;10;;21810;;218920
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;140;SANTA ANA;161;10;;21810;;218140
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;190;SAN ISIDRO 3;87;10;;21810;;218190
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;940;PICAFLOR;4;3;;21803;;218940
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;340;RIO VERDE ZONA 1 AL 9;265;8;;21808;;218340
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;230;COLONIA MÉXICO;52;7;;21807;;218230
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;390;ASENT. KURUPAYTY;34;16;;21816;;218390
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;950;ASENT. JAGUARETE  PLANTA URBANA;32;15;;21815;;218950
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;960;ZONA 101;67;7;;21807;;218960
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;930;SAN RAMÓN;445;4;;21804;;218930
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;970;SAN JOSÉ;114;4;;21804;;218970
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;380;ASENT. KARAPA'I;170;16;;21816;;218380
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;500;SANTA BÁRBARA CALLE SAN JOSÉ;97;13;;21813;;218500
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;520;SANTA BÁRBARA BASE KORORO'I;68;13;;21813;;218520
2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;6;690;ASENT. LOMA PUKU;97;12;;21812;;218690
2;SAN PEDRO;19;YRYBUCUA;1;1;CENTRO;323;1;;21901;;219001
2;SAN PEDRO;19;YRYBUCUA;6;120;YVU PORA;285;8;;21908;;219120
2;SAN PEDRO;19;YRYBUCUA;6;130;SAN ISIDRO;346;9;;21909;;219130
2;SAN PEDRO;19;YRYBUCUA;6;140;SANGUINA KUE;121;9;;21909;;219140
2;SAN PEDRO;19;YRYBUCUA;6;170;2 DE MAYO;210;10;;21910;;219170
2;SAN PEDRO;19;YRYBUCUA;6;210;ASENT.  PALOMITA;15;11;;21911;;219210
2;SAN PEDRO;19;YRYBUCUA;6;220;ASENT. ALEMÁN KUE;91;11;;21911;;219220
2;SAN PEDRO;19;YRYBUCUA;6;230;10 DE AGOSTO;24;11;;21911;;219230
2;SAN PEDRO;19;YRYBUCUA;6;260;SAN AGUSTÍN;12;6;;21906;;219260
2;SAN PEDRO;19;YRYBUCUA;6;280;ASENT. CERRO VERDE;151;6;;21906;;219280
2;SAN PEDRO;19;YRYBUCUA;6;310;ASENT. NUEVO HORIZONTE;146;3;;21903;;219310
2;SAN PEDRO;19;YRYBUCUA;6;360;YKUA PORA;32;3;;21903;;219360
2;SAN PEDRO;19;YRYBUCUA;6;370;CERRO VERDE;225;4;;21904;;219370
2;SAN PEDRO;19;YRYBUCUA;6;410;ASENT. ARA PYAHU;33;10;;21910;;219410
2;SAN PEDRO;19;YRYBUCUA;6;380;SAN JUAN BOSCO;19;6;;21906;;219380
2;SAN PEDRO;19;YRYBUCUA;6;110;ASENT. YVU PORA;180;7;;21907;;219110
2;SAN PEDRO;19;YRYBUCUA;6;300;NARANJATY;7;7;;21907;;219300
2;SAN PEDRO;19;YRYBUCUA;6;290;ASENT. NARANJATY;13;7;;21907;;219290
2;SAN PEDRO;19;YRYBUCUA;6;420;CRUCE CERRO VERDE;20;6;;21906;;219420
2;SAN PEDRO;19;YRYBUCUA;6;180;SAN MIGUEL;13;6;;21906;;219180
2;SAN PEDRO;19;YRYBUCUA;6;350;ALEMÁN KUE;38;11;;21911;;219350
2;SAN PEDRO;19;YRYBUCUA;6;400;ASENT. NUEVA ALIANZA;20;3;;21903;;219400
2;SAN PEDRO;19;YRYBUCUA;6;240;VY´A RENDA;339;2;;21902;;219240
2;SAN PEDRO;19;YRYBUCUA;6;330;ASENT. JUSTO VILLANUEVA;41;4;;21904;;219330
2;SAN PEDRO;19;YRYBUCUA;6;340;ASENT. OGA LATA;22;3;;21903;;219340
2;SAN PEDRO;19;YRYBUCUA;6;320;ASENT. SANTA CATALINA;82;3;;21903;;219320
2;SAN PEDRO;19;YRYBUCUA;6;100;SAN ROQUE;51;6;;21906;;219100
2;SAN PEDRO;19;YRYBUCUA;6;150;ASENT. SAN ISIDRO DEL NORTE;50;7;;21907;;219150
2;SAN PEDRO;19;YRYBUCUA;6;160;ASENT. 1RA LINEA SANGUINA KUE;140;10;;21910;;219160
2;SAN PEDRO;19;YRYBUCUA;6;200;COM INDIG Y APY ARROYO SA´YJU;125;5;;21905;;219200
2;SAN PEDRO;19;YRYBUCUA;6;250;COM INDIG Y APY SANTA ISABEL;13;5;;21905;;219250
2;SAN PEDRO;19;YRYBUCUA;6;270;COM INDIG Y APY ARROYO CORA;15;5;;21905;;219270
2;SAN PEDRO;19;YRYBUCUA;6;190;COM INDIG Y APY MBURUCUYA;27;5;;21905;;219190
2;SAN PEDRO;19;YRYBUCUA;6;395;COM INDIG PALOMITA - 1;13;11;;21911;;219395
2;SAN PEDRO;19;YRYBUCUA;6;390;COM INDIG PALOMITA - 2;17;11;;21911;;219390
2;SAN PEDRO;20;LIBERACIÓN;1;3;CRUCE LIBERACIÓN;129;1;;22001;;220003
2;SAN PEDRO;20;LIBERACIÓN;1;2;SANTO DOMINGO;146;1;;22001;;220002
2;SAN PEDRO;20;LIBERACIÓN;1;5;SANTA ANA;213;1;;22001;;220005
2;SAN PEDRO;20;LIBERACIÓN;1;4;SAN AGUSTÍN;67;1;;22001;;220004
2;SAN PEDRO;20;LIBERACIÓN;1;1;SAN JORGE;52;1;;22001;;220001
2;SAN PEDRO;20;LIBERACIÓN;6;100;1RO DE MAYO;84;8;;22008;;220100
2;SAN PEDRO;20;LIBERACIÓN;6;110;ARROYO MOROTI;191;8;;22008;;220110
2;SAN PEDRO;20;LIBERACIÓN;6;120;SAN RAMÓN;295;9;;22009;;220120
2;SAN PEDRO;20;LIBERACIÓN;6;130;8 DE DICIEMBRE;31;7;;22007;;220130
2;SAN PEDRO;20;LIBERACIÓN;6;140;COLONIA FELICIDAD;63;7;;22007;;220140
2;SAN PEDRO;20;LIBERACIÓN;6;150;JEJUI POTY;191;7;;22007;;220150
2;SAN PEDRO;20;LIBERACIÓN;6;160;SANTA CATALINA;99;12;;22012;;220160
2;SAN PEDRO;20;LIBERACIÓN;6;170;SAN ISIDRO 2;45;12;;22012;;220170
2;SAN PEDRO;20;LIBERACIÓN;6;180;SAN ANTONIO;51;12;;22012;;220180
2;SAN PEDRO;20;LIBERACIÓN;6;190;SAN JOSÉ 2;134;11;;22011;;220190
2;SAN PEDRO;20;LIBERACIÓN;6;200;MALVINAS;43;11;;22011;;220200
2;SAN PEDRO;20;LIBERACIÓN;6;210;SAN JORGE ESTE;302;10;;22010;;220210
2;SAN PEDRO;20;LIBERACIÓN;6;220;ASENT. MBOKAJATY;45;5;;22005;;220220
2;SAN PEDRO;20;LIBERACIÓN;6;230;CURUPAYTY;108;5;;22005;;220230
2;SAN PEDRO;20;LIBERACIÓN;6;240;SANTA ELENA;89;6;;22006;;220240
2;SAN PEDRO;20;LIBERACIÓN;6;260;BARRIO SAN VICENTE- KO'E POTY;45;3;;22003;;220260
2;SAN PEDRO;20;LIBERACIÓN;6;270;SANTA LIBRADA;63;3;;22003;;220270
2;SAN PEDRO;20;LIBERACIÓN;6;280;SAN MIGUEL OESTE;92;3;;22003;;220280
2;SAN PEDRO;20;LIBERACIÓN;6;310;SAN ROQUE;180;5;;22005;;220310
2;SAN PEDRO;20;LIBERACIÓN;6;320;ASENT. 1RO DE MAYO;54;5;;22005;;220320
2;SAN PEDRO;20;LIBERACIÓN;6;330;KO´E PYTA;240;3;;22003;;220330
2;SAN PEDRO;20;LIBERACIÓN;6;340;JEJUI;143;4;;22004;;220340
2;SAN PEDRO;20;LIBERACIÓN;6;350;OVETENSE;236;2;;22002;;220350
2;SAN PEDRO;20;LIBERACIÓN;6;360;NIÑO JESÚS;85;2;;22002;;220360
2;SAN PEDRO;20;LIBERACIÓN;6;370;SAN BLAS;70;4;;22004;;220370
2;SAN PEDRO;20;LIBERACIÓN;6;380;SAN PABLO;30;4;;22004;;220380
2;SAN PEDRO;20;LIBERACIÓN;6;390;SANTA LUCÍA;80;4;;22004;;220390
2;SAN PEDRO;20;LIBERACIÓN;6;400;SAN ISIDRO 1;49;2;;22002;;220400
2;SAN PEDRO;20;LIBERACIÓN;6;410;SAN JOSÉ 1;110;2;;22002;;220410
2;SAN PEDRO;20;LIBERACIÓN;6;420;COLONIA 14 DE MAYO;75;7;;22007;;220420
2;SAN PEDRO;20;LIBERACIÓN;6;430;NAVIDAD;231;12;;22012;;220430
2;SAN PEDRO;20;LIBERACIÓN;6;440;SANTA CLARA;268;11;;22011;;220440
2;SAN PEDRO;20;LIBERACIÓN;6;450;CALLE SAN RAMÓN;89;10;;22010;;220450
2;SAN PEDRO;20;LIBERACIÓN;6;460;25 DE DICIEMBRE;33;11;;22011;;220460
2;SAN PEDRO;20;LIBERACIÓN;6;470;CALLE SAN ANTONIO;46;11;;22011;;220470
2;SAN PEDRO;20;LIBERACIÓN;6;480;SANTA ROSA;91;12;;22012;;220480
2;SAN PEDRO;20;LIBERACIÓN;6;490;SAN JORGE;296;6;;22006;;220490
2;SAN PEDRO;20;LIBERACIÓN;6;300;SAN RAFAEL;61;6;;22006;;220300
2;SAN PEDRO;20;LIBERACIÓN;6;290;FÁTIMA;83;6;;22006;;220290
2;SAN PEDRO;20;LIBERACIÓN;6;250;SAN MIGUEL DEL ESTE;67;10;;22010;;220250
