DEPARTAMENTO;LOCALIDAD;CODIGO POSTAL
Lavalleja;Rincón de Mariscala;30000
Lavalleja;Rincón de Silva;30000
Lavalleja;Roldan;30000
Lavalleja;San Francisco de las Sierras;30000
Lavalleja;Santa Lucia;30000
Lavalleja;Sarandi de Gutierrez;30300
Lavalleja;Sauce de Aigua;20500
Lavalleja;Sauce de Olimar Chico;34100
Lavalleja;Sierras Blancas;30000
Lavalleja;Soldado;30000
Lavalleja;Solis;30000
Lavalleja;Solis de Mataojo;30100
Lavalleja;Solis Grande;91700
Lavalleja;Tapes Chico;30000
Lavalleja;Tapes Grande;30000
Lavalleja;Valle de Solis;30000
Lavalleja;Vejigas;30000
Lavalleja;Velazquez;30000
Lavalleja;Verdun;30000
Lavalleja;Villa del Rosario;30000
Lavalleja;Villa Serrana;30000
Lavalleja;Zapican;34100
Limite Contestado;Limite Contestado;40200
Limite Contestado;Masoller;40200
Maldonado;Abra de Castellanos;30100
Maldonado;Abra de Perdomo;20400
Maldonado;Aigua;20500
Maldonado;Alfaro;20400
Maldonado;Alferez;20500
Maldonado;Arenas de José Ignacio;20000
Maldonado;Arroyito de Medina;20400
Maldonado;Balneario Buenos Aires;20000
Maldonado;Barra del Sauce;20000
Maldonado;Barra de Portezuelo;20200
Maldonado;Barrio Hipodromo;20000
Maldonado;Barrio Hipodromo;20400
Maldonado;Barrio Kennedy;20000
Maldonado;Bella Vista;20200
Maldonado;Buenos Aires;20000
Maldonado;Canteras de Marelli;20400
Maldonado;Cañada Bellaca;20400
Maldonado;Cañada de la Cruz;20400
Maldonado;Carape;20400
Maldonado;Carlos Cal;20400
Maldonado;Cerro Pelado;20000
Maldonado;Cerros Azules;20200
Maldonado;Cerros Azules;20300
Maldonado;Chihuahua;20000
Maldonado;Colonia J. Suárez;20200
Maldonado;Coronilla;20500
Maldonado;Corte de la Leña;20400
Maldonado;Costas de José Ignacio;20400
Maldonado;Eden Rock;20000
Maldonado;El Chorro;20000
Maldonado;El Eden;20000
Maldonado;El Quijote;20400
Maldonado;El Tesoro;20000
Maldonado;Faro José Ignacio;20000
Maldonado;Faro José Ignacio Norte;20000
Maldonado;Garzon;20400
Maldonado;Gerona;20300
Maldonado;Gregorio Aznarez;20300
Maldonado;Guardia Vieja;20400
Maldonado;José Ignacio;20400
Maldonado;La Barra;20000
Maldonado;La Capuera;20000
Maldonado;La Falda;20200
Maldonado;Lago de los Cisnes;20000
Maldonado;Laguna Blanca;20000
Maldonado;Laguna del Sauce;20000
Maldonado;La Juanita;20000
Maldonado;Las Cañas;20400
Maldonado;Las Cumbres;20000
Maldonado;Las Flores;20200
Maldonado;Las Flores - Estación;20200
Maldonado;La Sierra;20300
Maldonado;La Sonrisa;20000
Maldonado;Los Aromos;20000
Maldonado;Los Ceibos;20400
Maldonado;Los Corchos;20000
Maldonado;Los Talas;27300
Maldonado;Maldonado;20000
Maldonado;Maldonado;20400
Maldonado;Manantiales;20000
Maldonado;Mataojo;20000
Maldonado;Miramar;20000
Maldonado;Molles de Garzon;20400
Maldonado;Nueva Carrara;20300
Maldonado;Ocean Park;20000
Maldonado;Pago de la Paja;20400
Maldonado;Pan de Azucar;20300
Maldonado;Parque Medina;20400
Maldonado;Partido Norte;20400
Maldonado;Partido Oeste;20400
Maldonado;Paso de la Cantera;20400
Maldonado;Paso de los Talas;20500
Maldonado;Pinares - las Delicias;20000
Maldonado;Piriapolis;20200
Maldonado;Playa Grande;20200
Maldonado;Playa Hermosa;20200
Maldonado;Playa Verde;20200
Maldonado;Portezuelo;20000
Maldonado;Pueblo Solis;20300
Maldonado;Punta Ballena;20000
Maldonado;Punta Colorada;20200
Maldonado;Punta del Este;20000
Maldonado;Punta del Este;20100
Maldonado;Punta Fria;20200
Maldonado;Punta Negra;20200
Maldonado;Puntas de José Ignacio;20400
Maldonado;Puntas de la Sierra;20300
Maldonado;Puntas del Campanera;20400
Maldonado;Puntas de Mataojo;20000
Maldonado;Puntas de Pan de Azucar;20000
Maldonado;Rincón de Aparicio;27300
Maldonado;Rincón del Indio;20000
Maldonado;Rincón de los Sosa;20000
Maldonado;Ruta 37 y 9;20300
Maldonado;Salamanca;20500
Maldonado;San Carlos;20400
Maldonado;San Francisco;20200
Maldonado;San Juan del Este;20000
Maldonado;San Rafael - el Placer;20000
Maldonado;Santa Monica;20000
Maldonado;San Vicente;20000
Maldonado;Sarandi de Aigua;20500
Maldonado;Sarandi del Mataojo;20000
Maldonado;Sauce de Aigua;20500
Maldonado;Sauce de Portezuelo;20000
Maldonado;Solis;20200
Maldonado;Valdivia;20500
Maldonado;Villa Delia;20000
Maldonado;Zanja del Tigre;20000
Montevideo;Abayuba;12400
Montevideo;Aguada;11800
Montevideo;Aires Puros;11700
Montevideo;Aires Puros;12300
Montevideo;Atahualpa;11700
Montevideo;Atahualpa;11800
Montevideo;Bañados de Carrasco;13000
Montevideo;Barrio Sur;11100
Montevideo;Barrio Sur;11200
Montevideo;Belvedere;11900
Montevideo;Belvedere;12900
Montevideo;Brazo Oriental;11700
Montevideo;Buceo;11300
Montevideo;Buceo;11400
Montevideo;Buceo;11600
Montevideo;Capurro, Bella Vista;11700
Montevideo;Capurro, Bella Vista;11800
Montevideo;Carrasco;11500
Montevideo;Carrasco Norte;11500
Montevideo;Casabo, Pajas Blancas;12800
Montevideo;Casavalle;12300
Montevideo;Castro, P. Castellanos;12000
Montevideo;Centro;11100
Montevideo;Centro;11200
Montevideo;Cerrito;12300
Montevideo;Cerro;12800
Montevideo;Ciudad Vieja;11000
Montevideo;Ciudad Vieja;11100
Montevideo;Ciudad Vieja;11800
Montevideo;Colon Centro y Noroeste;12400
Montevideo;Colon Centro y Noroeste;12500
Montevideo;Colon Centro y Noroeste;12900
Montevideo;Colon Sureste, Abayuba;12400
Montevideo;Conciliacion;12600
Montevideo;Conciliacion;12900
Montevideo;Cordon;11200
Montevideo;Cordon;11800
Montevideo;Flor de Maroñas;12000
Montevideo;Flor de Maroñas;12100
Montevideo;Flor de Maroñas;13000
Montevideo;Ituzaingo;12000
Montevideo;Jacinto Vera;11800
Montevideo;Jardines del Hipodromo;12000
Montevideo;Jardines del Hipodromo;13000
Montevideo;La Blanqueada;11600
Montevideo;La Comercial;11600
Montevideo;La Comercial;11800
Montevideo;La Figurita;11800
Montevideo;La Paloma, Tomkinson;12600
Montevideo;La Paloma, Tomkinson;12800
Montevideo;Larrañaga;11600
Montevideo;Las Acacias;12300
Montevideo;Las Canteras;11400
Montevideo;Las Canteras;12100
Montevideo;Las Canteras;13000
Montevideo;La Teja;11900
Montevideo;La Teja;12800
Montevideo;Lezica, Melilla;12500
Montevideo;Lezica, Melilla;12600
Montevideo;Malvin;11400
Montevideo;Malvin Norte;11400
Montevideo;Manga;12300
Montevideo;Manga;13000
Montevideo;Manga, Toledo Chico;12300
Montevideo;Manga, Toledo Chico;12400
Montevideo;Manga, Toledo Chico;13000
Montevideo;Maroñas, Parque Guarani;12100
Montevideo;Melilla;12500
Montevideo;Melilla;12600
Montevideo;Mercado Modelo, Bolivar;11600
Montevideo;Mercado Modelo, Bolivar;11700
Montevideo;Mercado Modelo, Bolivar;12000
Montevideo;Nuevo Paris;11900
Montevideo;Nuevo Paris;12600
Montevideo;Nuevo Paris;12900
Montevideo;Pajas Blancas;12800
Montevideo;Palermo;11200
Montevideo;Parque Rodo;11200
Montevideo;Parque Rodo;11300
Montevideo;Paso de la Arena;12600
Montevideo;Paso de la Arena;12800
Montevideo;Paso de las Duranas;12900
Montevideo;Peñarol, Lavalleja;12400
Montevideo;Peñarol, Lavalleja;12900
Montevideo;Piedras Blancas;12300
Montevideo;Piedras Blancas;13000
Montevideo;Pocitos;11300
Montevideo;Pque. Batlle, V. Dolores;11600
Montevideo;Prado, Nueva Savona;11700
Montevideo;Prado, Nueva Savona;11900
Montevideo;Pta. Rieles, Bella Italia;13000
Montevideo;Punta Carretas;11200
Montevideo;Punta Carretas;11300
Montevideo;Punta Gorda;11400
Montevideo;Reducto;11800
Montevideo;Santa Catalina;12800
Montevideo;Santiago Vazquez;12600
Montevideo;Santiago Vazquez;12800
Montevideo;Sayago;12900
Montevideo;Toledo Chico;12400
Montevideo;Toledo Chico;13000
Montevideo;Tres Cruces;11200
Montevideo;Tres Cruces;11600
Montevideo;Tres Cruces;11800
Montevideo;Tres Ombues, Victoria;11900
Montevideo;Tres Ombues, Victoria;12800
Montevideo;Unión;11400
Montevideo;Unión;11600
Montevideo;Unión;12000
Montevideo;Unión;12100
Montevideo;Villa Española;12000
Montevideo;Villa Garcia, Manga Rur.;13000
Montevideo;Villa Muñoz, Retiro;11800
Paysandú;Al Sur de Arroyo Sacra;60000
Paysandú;Araujo;60000
Paysandú;Arbolito (totoral);60100
Paysandú;Arroyo Malo;60200
Paysandú;Arroyo Negro;60300
Paysandú;Beisso;60100
Paysandú;Bella Vista;50000
Paysandú;Cangue;60000
Paysandú;Cañada del Pueblo;60000
Paysandú;Carumbe;60000
Paysandú;Casa Blanca;60000
Paysandú;Cerro Chato;60000
Paysandú;Chacras de Paysandú;60000
Paysandú;Chacras de Paysandú Norte;60000
Paysandú;Chacras de Paysandú Sur;60000
Paysandú;Chapicuy;50000
Paysandú;Colonia Arroyo Malo;60200
Paysandú;Colonia Cangue;60000
Paysandú;Colonia Juncal;60100
Paysandú;Colonia las Delicias;60000
Paysandú;Colonia Paysandú;60000
Paysandú;Colonia Santa Blanca;60200
Paysandú;Colonia Uruguaya;60000
Paysandú;Constancia;60000
Paysandú;Costa de Sacra;60000
Paysandú;Cuchilla de Buricayupi;60000
Paysandú;Cuchilla de Fuego;60100
Paysandú;Cuchilla San José;60000
Paysandú;El Chaco;60000
Paysandú;El Duraznal;60000
Paysandú;El Eucaliptus;60000
Paysandú;El Horno;60000
Paysandú;El Tarugo;60000
Paysandú;Estación Porvenir;60000
Paysandú;Etchemendi;60000
Paysandú;Gallinal;60000
Paysandú;Guaviyu de Quebracho;60200
Paysandú;Guayabos;60000
Paysandú;Guichon;60100
Paysandú;La Lata Ruta 3 (km. 375);60000
Paysandú;La Paz (ruta 3 Km. 346);60000
Paysandú;Las Flores;60300
Paysandú;Las Palmas;60000
Paysandú;La Tentacion;60000
Paysandú;Lorenzo Geyres;60000
Paysandú;Merinos;60100
Paysandú;Molles Grande;60000
Paysandú;Morato (tres Arboles);60100
Paysandú;Nuevo Paysandú;60000
Paysandú;Orgoroso;60000
Paysandú;Palmar del Quebracho;60200
Paysandú;Parada Dayman;50000
Paysandú;Parada Pandule;60000
Paysandú;Parada Rivas;60200
Paysandú;Paso de los Carros;60000
Paysandú;Paysandú;60000
Paysandú;Perico Moreno;60000
Paysandú;Piedras Coloradas;60300
Paysandú;Piedra Sola;45000
Paysandú;Piñera;60100
Paysandú;Porvenir;60000
Paysandú;Pueblo Alonzo;60100
Paysandú;Pueblo Esperanza;60000
Paysandú;Pueblo Federacion;60000
Paysandú;Puntas de Arroyo Negro;60300
Paysandú;Puntas de Bacacua;60000
Paysandú;Puntas de Buricayupi;60000
Paysandú;Puntas de Cangue;60000
Paysandú;Puntas de Gualeguay;60000
Paysandú;Puntas de las Isletas;60000
Paysandú;Quebracho;60200
Paysandú;Queguayar;60000
Paysandú;Queguay Grande;60000
Paysandú;Rabon;60000
Paysandú;San Felix;60000
Paysandú;San Francisco;60000
Paysandú;San Mauricio;50000
Paysandú;San Miguel;60000
Paysandú;Santa Kilda;60200
Paysandú;Sauce de Abajo;60000
Paysandú;Sauce del Buricayupi;60000
Paysandú;Sauce del Queguay;60000
Paysandú;Soto;60000
Paysandú;Tambores;45000
Paysandú;Termas de Almiron;60100
Paysandú;Termas de Guaviyu;60200
Paysandú;Tomás Paz;50000
Paysandú;Tres Bocas;60000
Paysandú;Valdez;60000
Paysandú;Villa María (tiatucura);60100
Paysandú;Zeballos;60000
Río Negro;Algorta;65100
Río Negro;Arroyo Negro;60000
Río Negro;Barrio Anglo;65000
Río Negro;Bellaco;65100
Río Negro;Cañitas;65000
Río Negro;Caracoles;65000
Río Negro;Colonia el Ombu;65100
Río Negro;Colonia John F. Kennedy;65100
Río Negro;Don Esteban;65100
Río Negro;El Abrojal;65000
Río Negro;El Progreso;45100
Río Negro;El Surco;65100
Río Negro;Estación Francia;45100
Río Negro;Estancia Vichadero;65100
Río Negro;Fray Bentos;65000
Río Negro;Isla de Arguelles;45100
Río Negro;La Arena;97000
Río Negro;La Coronilla;45100
Río Negro;La Florida;65100
Río Negro;La Palma;45100
Río Negro;Las Cañas;65000
Río Negro;Las Flores;65100
Río Negro;Las Fracciones;65000
Río Negro;Las Margaritas;65000
Río Negro;La Unión;65100
Río Negro;Los Arrayanes;75000
Río Negro;Los Mellizos;60100
Río Negro;Los Ranchos;65000
Río Negro;Mataojo;65100
Río Negro;Menafra;65100
Río Negro;Merinos;60100
Río Negro;Molles de Porrua;65100
Río Negro;Nuevo Berlin;65000
Río Negro;Ombucitos;65000
Río Negro;Palmar Grande;60100
Río Negro;Paso de Balbuena;65100
Río Negro;Paso de Leopoldo;65100
Río Negro;Paso de los Cobres;65100
Río Negro;Paso de Soca;45100
Río Negro;Paso Ramirez;97000
Río Negro;Pauru;65100
Río Negro;Porton Haedo;65000
Río Negro;Pte. San Martín;65000
Río Negro;Pueblo Grecco;65100
Río Negro;Puntas de Averias;60100
Río Negro;Rolon;45100
Río Negro;Sanchez;65100
Río Negro;Sanchez Chico;65100
Río Negro;San Javier;65000
Río Negro;San Lorenzo;65000
Río Negro;Santa Elisa;60000
Río Negro;Santa Isabel;65100
Río Negro;Santa Rosa;45100
Río Negro;Sarandi;65100
Río Negro;Sarandi de Navarro;45100
Río Negro;Sauce;65100
Río Negro;Tres Bocas;65100
Río Negro;Tres Quintas;65000
Río Negro;Uleste;60000
Río Negro;Valle de Soba;65100
Río Negro;Villa General Borges;65100
Río Negro;Villa María;65100
Río Negro;Yaguarete;65000
Río Negro;Young;65100
Rivera;Abrojal;41200
Rivera;Alborada;41200
Rivera;Amarillo;41200
Rivera;Arroyo Blanco;41200
Rivera;Arroyo Sauzal;40000
Rivera;Ataques;40000
Rivera;Bañado del Chaja;40000
Rivera;Barra de Ataques;40000
Rivera;Barrio Recreo;40000
Rivera;Batovi;40000
Rivera;Berruti;41100
Rivera;Blanquillos;41100
Rivera;Buena Orden al Norte;41100
Rivera;Buena Unión;40100
Rivera;Capon Alto;40000
Rivera;Caraguata;41200
Rivera;Carpinteria;41100
Rivera;Cerrillada;40000
Rivera;Cerro Alegre;40100
Rivera;Cerro Blanco de Cuñapiru;41100
Rivera;Cerro Caqueiro;40000
Rivera;Cerro Chapeu;40000
Rivera;Cerro Chato;41200
Rivera;Cerro Pelado;41100
Rivera;Cerro Pelado al Este;41100
Rivera;Cerros Blancos;41200
Rivera;Cerros de la Calera;41100
Rivera;Cerro Solito;40000
Rivera;Chirca de Caraguata;41200
Rivera;Coronilla;41200
Rivera;Coronilla de Corrales;41100
Rivera;Costas de Cuñapiru;41100
Rivera;Cruz de San Pedro;40000
Rivera;Cuchilla de Tres Cerros;40000
Rivera;Cuchilla de Yaguari;41100
Rivera;Cuchilla Mangueras;40000
Rivera;Cuñapiru;41100
Rivera;Curticeiras;40000
Rivera;Curtume;41100
Rivera;El Ceibo;41200
Rivera;El Palmito;41200
Rivera;Guaviyu;40000
Rivera;Hospital;41200
Rivera;La Caillava;40000
Rivera;La Calera;41100
Rivera;La Cerrillada;41200
Rivera;La Chilca;41200
Rivera;Lagos del Norte;40000
Rivera;Lagunon;40000
Rivera;La Palma;40100
Rivera;La Pedrera;40000
Rivera;Las Flores;41100
Rivera;Laureles;41100
Rivera;Los Potreros;40100
Rivera;Lunarejo;40100
Rivera;Mandubi;40000
Rivera;Manuel Diaz;45000
Rivera;Masoller;40200
Rivera;Minas de Corrales;41100
Rivera;Minas de Cuñapiru (usinas);41100
Rivera;Minas de Zapucay;41100
Rivera;Moirones;41200
Rivera;Parada Medina;40100
Rivera;Paso Amarillo;41200
Rivera;Paso Ataques;40000
Rivera;Paso Casildo;41100
Rivera;Paso de Arriera;41200
Rivera;Paso de Ataques;40100
Rivera;Paso de Frontera;41200
Rivera;Paso de Gaire;45000
Rivera;Paso de la Arena;40100
Rivera;Paso de la Calera;40100
Rivera;Paso del Lagunon;40000
Rivera;Paso del Puerto;41200
Rivera;Paso del Tapado;40000
Rivera;Paso Lapuente;40000
Rivera;Paso Serpa;40000
Rivera;Piedras Blancas;40100
Rivera;Platon;40000
Rivera;Pueblo de los Santos;41200
Rivera;Pueblo Socorro;41200
Rivera;Puntas de Abrojal;41200
Rivera;Puntas de Corrales;40000
Rivera;Puntas de Cuñapiru;40000
Rivera;Puntas del Sauzal;40100
Rivera;Puntas del Yaguari;40000
Rivera;Rincón de Amarillo;41200
Rivera;Rincón de Diniz;45000
Rivera;Rincón de los Castillos;41100
Rivera;Rincón de Moraes;40100
Rivera;Rincón de Rodriguez;41200
Rivera;Rincón de Roland;41100
Rivera;Rincón de Tres Cerros;45000
Rivera;Rincón de Yaguari;41200
Rivera;Rivera;40000
Rivera;San Gregorio;41100
Rivera;Santa Ernestina;41100
Rivera;Santa Isabel;40000
Rivera;Santa Teresa;40000
Rivera;Sauce de Batovi;40000
Rivera;Sauzal;40100
Rivera;Segarra;41100
Rivera;Tranqueras;40100
Rivera;Tres Cerros;45000
Rivera;Tres Cruces;40000
Rivera;Tres Puentes;40000
Rivera;Vichadero;41200
Rivera;Villa Indart;40000
Rivera;Yaguari;40000
Rivera;Zanja Honda;41200
Rivera;Zanja Honda de Tranqueras;40100
Rocha;18 de Julio;27100
Rocha;19 de Abril;27000
Rocha;Abra de Alferez;27300
Rocha;Aguas Dulces;27200
Rocha;Alferez;27300
Rocha;Antoniopolis;27400
Rocha;Arachania;27400
Rocha;Arbolito;27000
Rocha;Balneario Pueblo Nuevo;27400
Rocha;Barra del Chuy;27100
Rocha;Barra de Valizas;27200
Rocha;Barra Isla Negra;27300
Rocha;Barrancas de la Coronilla;27100
Rocha;Barrancas de la Pedrera;27400
Rocha;Barrio Cardozo;27200
Rocha;Barrio Pereira;27100
Rocha;Barrio Porvenir;27300
Rocha;Barrio Torres;27200
Rocha;Cabo Polonio;27200
Rocha;Capacho;27100
Rocha;Castillos;27200
Rocha;Cebollati;27300
Rocha;Cerro de los Rocha;27200
Rocha;Cerro de Pescadores;27200
Rocha;Chuy;27100
Rocha;Colonia Greissing;27300
Rocha;Coronilla del Mar;27200
Rocha;Costa Azul;27400
Rocha;Costas de Cebollati;27300
Rocha;Cuchilla de Garzon;27000
Rocha;Cuchilla del Arbolito;27300
Rocha;Diamante de la Pedrera;27400
Rocha;El Canelon;27000
Rocha;El Chimango;27300
Rocha;Empalme de Velazquez;27300
Rocha;Fortin de San Miguel;27100
Rocha;Garzon Abajo;27000
Rocha;Garzon al Medio;27000
Rocha;Garzon Arriba;27000
Rocha;India Muerta;27000
Rocha;Isla Negra;27300
Rocha;Kilometro 18;27000
Rocha;La Aguada;27400
Rocha;La Aguada y Costa Azul;27400
Rocha;La Centinela;27000
Rocha;La Coronilla;27100
Rocha;La Coronilla Fishing Club;27200
Rocha;La Esmeralda;27200
Rocha;La Fortaleza de Santa Teresa;27100
Rocha;La Pedrera;27400
Rocha;La Ribiera;27000
Rocha;Lascano;27300
Rocha;La Sierra;27000
Rocha;La Tuna;27300
Rocha;Lomas;27000
Rocha;Los Ajos;27300
Rocha;Los Cerrillos;27000
Rocha;Los Indios;27100
Rocha;Mar del Plata;27400
Rocha;Oceania del Polonio;27400
Rocha;Oratorio;27200
Rocha;Palmar;27200
Rocha;Palmar de Castillos;27200
Rocha;Palmares de la Coronilla;27100
Rocha;Paralle;27000
Rocha;Paso del Bañado;27200
Rocha;Paso del Ombu;27300
Rocha;Paso de Lopez;27300
Rocha;Paso Doña Rosa;27000
Rocha;Pedrera Norte;27400
Rocha;Picada Tolosa;27000
Rocha;Plano 291;27200
Rocha;Pueblo Nuevo;27400
Rocha;Puente Valizas;27200
Rocha;Puerto de los Botes;27000
Rocha;Puerto la Paloma;27400
Rocha;Puimayen;27100
Rocha;Punta Cebollati;27300
Rocha;Punta del Diablo;27200
Rocha;Punta Palmar;27200
Rocha;Punta Rubia;27400
Rocha;Puntas de Don Carlos;27000
Rocha;Quebracho;27300
Rocha;Rincón de los Olivera;27200
Rocha;Rincón de Valizas;27200
Rocha;Rocha;27000
Rocha;Samuel;27100
Rocha;San Antonio;27400
Rocha;San Luis al Medio;27300
Rocha;San Sebastián;27400
Rocha;San Sebastián de la Pedrera;27400
Rocha;Santa Isabel de la Pedrera;27400
Rocha;Santa Teresa de la Coronilla 1;27200
Rocha;Santa Teresa de la Coronilla 2;27200
Rocha;Sarandi de la India Muerta;27000
Rocha;Sauce de Rocha;27000
Rocha;Sierra de los Rocha;27000
Rocha;Tajamares de la Pedrera;27400
Rocha;Velazquez;27300
Rocha;Vuelta del Palmar;27200
Salto;Arenitas Blancas;50000
Salto;Balneario Albisu;50000
Salto;Belén;50200
Salto;Biassini;50000
Salto;Bordenave;50000
Salto;Campo de Todos;50000
Salto;Carumbe;50000
Salto;Celeste;50000
Salto;Cerrillada;50000
Salto;Cerrilladas de Saucedo;50000
Salto;Cerro Chato;50000
Salto;Cerros de Vera;50000
Salto;Chacras de Belén;50200
Salto;Chacras de Constitución;50100
Salto;Colonia 18 de Julio;50000
Salto;Colonia Itapebi;50000
Salto;Colonia Lavalleja;50000
Salto;Colonia Osimani;50000
Salto;Colonia Rubio;50000
Salto;Constitución;50100
Salto;Corral de Piedra;50000
Salto;Corralito;50000
Salto;Cuchilla de Guaviyu;50000
Salto;Cuchilla del Salto;50000
Salto;El Espinillar;50100
Salto;El Mellado;50000
Salto;Ferreira;50000
Salto;Garibaldi;50000
Salto;Guaviyu de Arapey;50000
Salto;Itapebi;50000
Salto;La Bolsa;50000
Salto;La Bolsa 02;50000
Salto;La Bolsa 03;50000
Salto;La Caballada;50000
Salto;Las Flores;50000
Salto;Laureles;50000
Salto;La Viticola;50000
Salto;Lluveras;50000
Salto;Los Orientales;50000
Salto;Mataojito;50000
Salto;Mataojo Grande;50000
Salto;Nueva Hesperides;50000
Salto;Olivera;50000
Salto;Osimani y Llerena;50000
Salto;Palomas;50000
Salto;Parada Herreria;50000
Salto;Parque José Luis;50000
Salto;Paso Cementerio;50000
Salto;Paso de las Piedras de Arerungua;50000
Salto;Paso del Parque del Dayman;50000
Salto;Paso del Potrero;50000
Salto;Paso del Tapado;50000
Salto;Paso Fialho;50000
Salto;Paso Nuevo del Arapey;50000
Salto;Paso Valega;50000
Salto;Pepe Nuñez;50000
Salto;Pueblo Cayetano;50000
Salto;Pueblo Farias;50000
Salto;Pueblo Fernandez;50000
Salto;Pueblo Quintana;50000
Salto;Pueblo Ramos;50000
Salto;Puntas de Valentín;50000
Salto;Rincón de Valentín;50000
Salto;Russo;50000
Salto;Salto;50000
Salto;San Antonio;50000
Salto;Sarandi de Arapey;50000
Salto;Sauce Chico;50000
Salto;Saucedo;50000
Salto;Sopas;50000
Salto;Talas de Itapebi;50000
Salto;Termas del Arapey;50000
Salto;Termas del Dayman;50000
Salto;Toro Negro;50000
Salto;Tropezon;50000
Salto;Tropiezo;50000
Salto;Valentín Grande;50000
Salto;Yacuy;50200
Salto;Zanja de Alcain;50000
Salto;Zanja del Tigre;50000
San José;18 de Julio;90200
San José;Arroyo de la Virgen;80000
San José;Arroyo Llano;80000
San José;Autodromo;80500
San José;Autodromo Nacional;80500
San José;Bañado;80000
San José;Bella Vista;80000
San José;Boca del Cufre;80300
San José;Cagancha;80400
San José;Cagancha Chico;80000
San José;Cañada Grande;80000
San José;Capurro;90200
San José;Carreta Quemada;80000
San José;Ceramicas del Sur;80500
San José;Chamizo;80000
San José;Ciudad del Plata;80500
San José;Cololo Tinosa;80100
San José;Colonia America;80000
San José;Colonia Delta;80300
San José;Colonia Dr. Bernardo Etchepare;90200
San José;Colonia Fernandez Crespo;80200
San José;Colonia Italia;80100
San José;Colonia Juan María Perez;80100
San José;Colonia San Joaquín;80200
San José;Colonia Wilson;80500
San José;Coronilla;80000
San José;Costa del Mauricio;80100
San José;Costas del Sauce;80000
San José;Costas de Pereira;80200
San José;Cruz de los Caminos;80000
San José;Cuchilla del Vichadero;80400
San José;Cuchilla de Pereira;80000
San José;Cuchilla Seca;80000
San José;Delta el Tigre;80500
San José;Ecilda Paullier;80300
San José;Escudero;80000
San José;Estación Rodriguez;80400
San José;Fajardo;80000
San José;Fajina;80000
San José;Gonzalez;80000
San José;Guaycuru;85000
San José;Ituzaingo;90200
San José;Jesus María;80000
San José;Juan Soler;80000
San José;Juncal;80000
San José;Kiyu - Ordeig;80100
San José;La Boyada;80300
San José;La Casilla;80000
San José;La Cuchilla;80400
San José;Laurel;80000
San José;Libertad;80100
San José;Mahoma;80000
San José;Mal Abrigo;80000
San José;Mangrullo;80200
San José;Monte Grande;80500
San José;Mundo Azul;80000
San José;Mundo Azul Aguirre;80000
San José;Orillas del Plata;80100
San José;Pachina;80000
San José;Panta;80000
San José;Pantanoso;80000
San José;Parque Postel;80500
San José;Parque Postel Cnel. Adrian Medina;80500
San José;Paso Belastiqui;90200
San José;Paso de Cames;80000
San José;Paso de las Piedras;80200
San José;Paso del Carreton;80000
San José;Paso del Guaycuru;85000
San José;Paso del Rey;80000
San José;Paso de Mas;80000
San José;Pavon;80000
San José;Penino;80500
San José;Perico Perez;80000
San José;Picada Gambetta;80300
San José;Playa Pascual;80500
San José;Pueblo Nuevo;90200
San José;Puntas de Cagancha;80000
San José;Puntas de Cañada Grande;80000
San José;Puntas de Chamizo;80000
San José;Puntas de Gregorio;80000
San José;Puntas de Laurel;80000
San José;Puntas de Tropa Vieja;80100
San José;Puntas de Valdez;80100
San José;Radial Ruta 3;80100
San José;Rafael Perazza;80200
San José;Raigon;80000
San José;Rincón de Albano;90200
San José;Rincón de Arazati;80300
San José;Rincón de Arias;80000
San José;Rincón de Buschental;80100
San José;Rincón de Cufre;80300
San José;Rincón de la Bolsa;80500
San José;Rincón de la Torre;80400
San José;Rincón del Pino;80200
San José;Rincón de Nazareth;80000
San José;Rocho;80000
San José;Safici;80500
San José;San Fernando;80500
San José;San Fernando Chico;80500
San José;San Gregorio;80000
San José;San José de Mayo;80000
San José;Santa Monica;80500
San José;Sauce;80100
San José;Sauce Chico;80100
San José;Scavino;80300
San José;Tabarez;80000
San José;Tala de Pereira;80000
San José;Tranquera Colorada;80000
San José;Tropas Viejas;80500
San José;Tropezon;80400
San José;Valdez Chico;80100
San José;Villa María;80000
San José;Villa Olimpica;80500
San José;Villa Rives;80500
San José;Zanja Honda;80000
Soriano;Agraciada;70700
Soriano;Altos del Perdido;75200
Soriano;Arenal Chico;75100
Soriano;Arroyo del Medio;75300
Soriano;Arroyo Grande;75200
Soriano;Asencio;75000
Soriano;Azotea de Vera;75000
Soriano;Bajos del Perdido;75200
Soriano;Bequelo;75000
Soriano;Bizcocho;75100
Soriano;Buena Vista;75100
Soriano;Cañada Magallanes;75100
Soriano;Cañada Nieto;75100
Soriano;Cañada Paraguaya;75100
Soriano;Cardona;75200
Soriano;Castillos;70100
Soriano;Cerro Alegre;75000
Soriano;Cerro Vera;75000
Soriano;Chacras de Dolores;75100
Soriano;Chacras de Mercedes;75000
Soriano;Cololo;75000
Soriano;Colonia Concordia;75100
Soriano;Colonia Diaz;75000
Soriano;Colonia Larrañaga;75200
Soriano;Colonia Santa Clara;75200
Soriano;Colonia Uruguaya;75200
Soriano;Coquimbo;75500
Soriano;Corralito;75100
Soriano;Costa del Aguila;75100
Soriano;Costas del Perdido;75200
Soriano;Cuatro Bocas de Buena Vista;75100
Soriano;Cuchilla del Corralito;75400
Soriano;Cuchilla del Perdido;75200
